Unnamed: 0,last_scraped,host_since,host_location,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_neighbourhood,host_listings_count,host_total_listings_count,host_verifications,host_identity_verified,neighbourhood,neighbourhood_cleansed,neighbourhood_group_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms,bedrooms,beds,amenities,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,calendar_updated,has_availability,availability_30,availability_60,availability_90,calendar_last_scraped,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value
523,2024-12-20,2013-10-13,"Boston, MA",within an hour,100%,100%,,Back Bay,20,53,"['email', 'phone']",f,Neighborhood highlights,North End,,42.3671,-71.05376,Entire rental unit,Entire home/apt,6,1.0,3.0,3.0,"[""Smoke alarm"", ""Clothing storage: closet"", ""Ethernet connection"", ""Conditioner"", ""Hangers"", ""Stove"", ""Paid washer \u2013 In building"", ""Body soap"", ""Shower gel"", ""Cleaning products"", ""Carbon monoxide alarm"", ""Freezer"", ""Pocket wifi"", ""Laundromat nearby"", ""Luggage dropoff allowed"", ""Oven"", ""Bathtub"", ""Dryer"", ""Fire extinguisher"", ""Extra pillows and blankets"", ""Room-darkening shades"", ""Essentials"", ""Pack \u2019n play/Travel crib - always at the listing"", ""Single level home"", ""Long term stays allowed"", ""AC - split type ductless system"", ""Coffee maker: Keurig coffee machine"", ""Wine glasses"", ""Dedicated workspace"", ""Cooking basics"", ""Hot water kettle"", ""Dining table"", ""Wifi"", ""Microwave"", ""Coffee"", ""Smart lock"", ""Bed linens"", ""Self check-in"", ""Heating - split type ductless system"", ""Private entrance"", ""Kitchen"", ""Refrigerator"", ""Hair dryer"", ""Paid parking lot off premises"", ""Dishes and silverware"", ""Shampoo"", ""Iron"", ""Baking sheet"", ""Toaster"", ""Dishwasher"", ""Hot water"", ""55 inch HDTV with standard cable""]",$262.00,10,365,3.0,10.0,1125.0,1125.0,8.5,1125.0,,t,26,56,86,2024-12-20,188,24,0,2016-09-30,2024-11-10,4.91,4.96,4.97,4.97,4.96,4.76
524,2024-12-20,2016-09-27,"Boston, MA",,,100%,f,Back Bay,1,2,"['email', 'phone']",t,,Bay Village,,42.34815,-71.06811,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,"[""Smoke alarm"", ""Coffee maker"", ""Hangers"", ""Stove"", ""Carbon monoxide alarm"", ""Oven"", ""Dryer"", ""Fire extinguisher"", ""Essentials"", ""Air conditioning"", ""Breakfast"", ""Heating"", ""Wifi"", ""Microwave"", ""Kitchen"", ""Refrigerator"", ""Hair dryer"", ""Dishes and silverware"", ""Washer"", ""Shampoo"", ""Iron"", ""Cooking basics"", ""Private entrance""]",$275.00,2,1125,2.0,2.0,1125.0,1125.0,2.0,1125.0,,t,0,0,0,2024-12-20,142,0,0,2016-12-08,2020-03-01,4.92,4.94,4.99,4.99,4.96,4.83
527,2024-12-20,2011-08-23,"Boston, MA",,,,f,Back Bay,1,1,"['email', 'phone']",t,Neighborhood highlights,Bay Village,,42.34887,-71.06924,Entire condo,Entire home/apt,2,,1.0,,"[""Smoke alarm"", ""Coffee maker"", ""Hangers"", ""Stove"", ""Lockbox"", ""Carbon monoxide alarm"", ""Oven"", ""Dryer"", ""Fire extinguisher"", ""Extra pillows and blankets"", ""Essentials"", ""Air conditioning"", ""Heating"", ""Wifi"", ""Microwave"", ""First aid kit"", ""Bed linens"", ""Self check-in"", ""Kitchen"", ""Refrigerator"", ""TV with standard cable"", ""Dishes and silverware"", ""Washer"", ""Shampoo"", ""Dishwasher"", ""Cooking basics""]",,91,1125,91.0,91.0,1125.0,1125.0,91.0,1125.0,,t,0,0,0,2024-12-20,0,0,0,,,,,,,,
529,2024-12-20,2013-10-13,"Boston, MA",within an hour,100%,100%,,Back Bay,20,53,"['email', 'phone']",f,Neighborhood highlights,Back Bay,,42.34983,-71.08955,Entire rental unit,Entire home/apt,8,2.5,4.0,5.0,"[""Smoke alarm"", ""Ethernet connection"", ""Conditioner"", ""Hangers"", ""Radiant heating"", ""Stove"", ""Body soap"", ""Shower gel"", ""Cleaning products"", ""Carbon monoxide alarm"", ""Freezer"", ""Pocket wifi"", ""Luggage dropoff allowed"", ""Oven"", ""Bathtub"", ""Fire extinguisher"", ""Extra pillows and blankets"", ""Room-darkening shades"", ""Essentials"", ""Paid parking garage off premises"", ""AC - split type ductless system"", ""Long term stays allowed"", ""Coffee maker: Keurig coffee machine"", ""Wine glasses"", ""Dedicated workspace"", ""Cooking basics"", ""Clothing storage: walk-in closet, closet, and dresser"", ""Baby safety gates"", ""Hot water kettle"", ""Exterior security cameras on property"", ""Dining table"", ""Pack \u2019n play/Travel crib - available upon request"", ""Free dryer \u2013 In unit"", ""Wifi"", ""Microwave"", ""Coffee"", ""Smart lock"", ""Bed linens"", ""Self check-in"", ""Cleaning available during stay"", ""Free washer \u2013 In unit"", ""Heating - split type ductless system"", ""Kitchen"", ""Refrigerator"", ""Hair dryer"", ""Trash compactor"", ""Dishes and silverware"", ""Shampoo"", ""Iron"", ""Baking sheet"", ""Toaster"", ""Dishwasher"", ""Hot water"", ""55 inch HDTV with standard cable""]",$793.00,10,365,3.0,10.0,1125.0,1125.0,8.5,1125.0,,t,4,34,64,2024-12-20,154,28,0,2016-10-19,2024-11-01,4.97,4.98,4.98,4.99,4.97,4.78
537,2024-12-20,2013-02-18,"Nantucket, MA",within a few hours,100%,100%,f,Back Bay,2,2,"['email', 'phone']",t,Neighborhood highlights,Back Bay,,42.35125,-71.08667,Entire condo,Entire home/apt,2,1.5,1.0,1.0,"[""Smoke alarm"", ""Coffee maker"", ""Hangers"", ""Stove"", ""TV"", ""Carbon monoxide alarm"", ""Oven"", ""Dryer"", ""Fire extinguisher"", ""Essentials"", ""Indoor fireplace"", ""Air conditioning"", ""Long term stays allowed"", ""Heating"", ""Cooking basics"", ""Wifi"", ""Microwave"", ""Kitchen"", ""Refrigerator"", ""Hair dryer"", ""Free parking on premises"", ""Dishes and silverware"", ""Washer"", ""Shampoo"", ""Iron"", ""Baking sheet"", ""Dishwasher"", ""Hot water""]",$500.00,29,1125,29.0,29.0,1125.0,1125.0,29.0,1125.0,,t,28,58,88,2024-12-20,31,0,0,2017-04-16,2022-05-29,4.71,4.81,4.87,4.68,5.0,4.55
540,2024-12-20,2013-10-13,"Boston, MA",within an hour,100%,100%,,Back Bay,20,53,"['email', 'phone']",f,Neighborhood highlights,North End,,42.36753,-71.05266,Entire rental unit,Entire home/apt,6,,3.0,,"[""Smoke alarm"", ""Clothing storage: closet"", ""Ethernet connection"", ""Conditioner"", ""Hangers"", ""Radiant heating"", ""Stove"", ""Paid washer \u2013 In building"", ""Body soap"", ""Shower gel"", ""Lockbox"", ""Cleaning products"", ""Carbon monoxide alarm"", ""Freezer"", ""Laundromat nearby"", ""Luggage dropoff allowed"", ""Oven"", ""Fire extinguisher"", ""Extra pillows and blankets"", ""Room-darkening shades"", ""Essentials"", ""Pack \u2019n play/Travel crib - always at the listing"", ""Paid parking garage off premises"", ""AC - split type ductless system"", ""Long term stays allowed"", ""Coffee maker: Keurig coffee machine"", ""Paid dryer \u2013 In building"", ""Wine glasses"", ""Dedicated workspace"", ""Cooking basics"", ""Hot water kettle"", ""Exterior security cameras on property"", ""Dining table"", ""Wifi"", ""Microwave"", ""Coffee"", ""Bed linens"", ""Self check-in"", ""Heating - split type ductless system"", ""Kitchen"", ""Refrigerator"", ""Hair dryer"", ""TV with standard cable"", ""Dishes and silverware"", ""Shampoo"", ""Iron"", ""Baking sheet"", ""Toaster"", ""Dishwasher"", ""Hot water"", ""Private entrance""]",,7,365,4.0,7.0,1125.0,1125.0,6.5,1125.0,,t,20,50,80,2024-12-20,181,22,1,2016-11-19,2024-12-04,4.96,4.97,4.99,4.98,4.97,4.81
557,2024-12-20,2016-12-21,"Boston, MA",within a day,100%,75%,t,Back Bay,1,2,"['email', 'phone']",t,Neighborhood highlights,Back Bay,,42.35349,-71.07595,Entire condo,Entire home/apt,3,1.0,0.0,1.0,"[""Smoke alarm"", ""Conditioner"", ""Coffee maker"", ""Hangers"", ""Stove"", ""Paid washer \u2013 In building"", ""Body soap"", ""Shower gel"", ""Clothing storage: closet and wardrobe"", ""Cleaning products"", ""Carbon monoxide alarm"", ""Freezer"", ""Oven"", ""Bathtub"", ""Fire extinguisher"", ""Host greets you"", ""Extra pillows and blankets"", ""Essentials"", ""Pack \u2019n play/Travel crib"", ""Indoor fireplace"", ""HDTV with standard cable"", ""Long term stays allowed"", ""Paid dryer \u2013 In building"", ""Wine glasses"", ""Heating"", ""Dedicated workspace"", ""Cooking basics"", ""Hot water kettle"", ""Window AC unit"", ""Dining table"", ""Coffee"", ""Microwave"", ""Bed linens"", ""Kitchen"", ""Refrigerator"", ""Hair dryer"", ""Elevator"", ""Dishes and silverware"", ""Pets allowed"", ""Shampoo"", ""Fast wifi \u2013 84 Mbps"", ""Iron"", ""Toaster"", ""Dishwasher"", ""Hot water""]",$150.00,29,1124,29.0,29.0,1124.0,1124.0,29.0,1124.0,,t,0,0,20,2024-12-20,152,2,0,2017-01-05,2024-08-03,4.89,4.94,4.93,4.86,4.97,4.64
593,2024-12-20,2009-09-16,,within a day,91%,58%,f,Back Bay,22,29,"['email', 'phone']",t,,Fenway,,42.34651,-71.08957,Entire condo,Entire home/apt,2,1.0,0.0,1.0,"[""Smoke alarm"", ""Clothing storage: closet"", ""Coffee maker: drip coffee maker"", ""Hangers"", ""Radiant heating"", ""GE stainless steel oven"", ""Lockbox"", ""TV"", ""Freezer"", ""Carbon monoxide alarm"", ""Bathtub"", ""Dryer"", ""Fire extinguisher"", ""Essentials"", ""Air conditioning"", ""Wine glasses"", ""Cooking basics"", ""Dining table"", ""Wifi"", ""Microwave"", ""Bed linens"", ""Self check-in"", ""Kitchen"", ""Refrigerator"", ""Hair dryer"", ""Elevator"", ""Dishes and silverware"", ""Washer"", ""Iron"", ""Baking sheet"", ""Toaster"", ""Dishwasher"", ""Hot water""]",$129.00,91,1125,91.0,91.0,1125.0,1125.0,91.0,1125.0,,t,29,59,89,2024-12-20,3,0,0,2017-05-14,2017-09-01,4.0,4.0,4.67,4.0,5.0,5.0
625,2024-12-20,2016-04-08,,within a few hours,100%,100%,t,Back Bay,1,3,"['email', 'phone']",t,Neighborhood highlights,Back Bay,,42.35318,-71.07904,Entire rental unit,Entire home/apt,2,1.0,0.0,1.0,"[""Smoke alarm"", ""Coffee maker"", ""Hangers"", ""Stove"", ""Lockbox"", ""Carbon monoxide alarm"", ""Oven"", ""Dryer"", ""Fire extinguisher"", ""Essentials"", ""Air conditioning"", ""Heating"", ""Wifi"", ""Microwave"", ""Self check-in"", ""Hot water"", ""Kitchen"", ""Refrigerator"", ""Hair dryer"", ""Elevator"", ""TV with standard cable"", ""Dishes and silverware"", ""Washer"", ""Patio or balcony"", ""Iron"", ""Cooking basics""]",$150.00,30,1125,30.0,30.0,1125.0,1125.0,30.0,1125.0,,t,29,59,89,2024-12-20,143,3,0,2017-05-06,2024-10-01,4.85,4.92,4.9,4.92,4.99,4.73
738,2024-12-20,2017-10-21,"Newburyport, MA",within a day,60%,21%,f,Back Bay,12,16,['phone'],t,,Back Bay,,42.35243,-71.07565,Entire condo,Entire home/apt,2,1.0,0.0,1.0,"[""Smoke alarm"", ""Heating"", ""Kitchen"", ""Dryer"", ""Hair dryer"", ""Hangers"", ""Refrigerator"", ""Essentials"", ""Washer"", ""Air conditioning"", ""Long term stays allowed"", ""TV"", ""Wifi"", ""Iron"", ""Carbon monoxide alarm"", ""Hot water""]",$130.00,91,1125,91.0,91.0,1125.0,1125.0,91.0,1125.0,,t,29,59,89,2024-12-20,0,0,0,,,,,,,,
739,2024-12-20,2017-10-21,"Newburyport, MA",within a day,60%,21%,f,Back Bay,12,16,['phone'],t,,Fenway,,42.34651,-71.0899,Entire rental unit,Entire home/apt,2,1.0,0.0,1.0,"[""Smoke alarm"", ""Coffee maker"", ""Hangers"", ""TV"", ""Carbon monoxide alarm"", ""Dryer"", ""Essentials"", ""Air conditioning"", ""Long term stays allowed"", ""Heating"", ""Wifi"", ""Microwave"", ""Kitchen"", ""Elevator"", ""Hair dryer"", ""Dishes and silverware"", ""Washer"", ""Iron"", ""Hot water""]",$110.00,32,1125,32.0,32.0,1125.0,1125.0,32.0,1125.0,,t,16,16,16,2024-12-20,2,0,0,2017-11-17,2019-12-31,5.0,5.0,5.0,5.0,5.0,4.5
740,2024-12-20,2017-10-21,"Newburyport, MA",within a day,60%,21%,f,Back Bay,12,16,['phone'],t,Neighborhood highlights,Beacon Hill,,42.36048,-71.06898,Entire condo,Entire home/apt,2,1.0,0.0,1.0,"[""Smoke alarm"", ""Coffee maker"", ""Hangers"", ""Lockbox"", ""TV"", ""Carbon monoxide alarm"", ""Dryer"", ""Fire extinguisher"", ""Essentials"", ""Air conditioning"", ""Heating"", ""Wifi"", ""Self check-in"", ""Kitchen"", ""Hair dryer"", ""Washer"", ""Shampoo"", ""Iron"", ""Hot water""]",$130.00,32,1125,32.0,32.0,1125.0,1125.0,32.0,1125.0,,t,29,59,89,2024-12-20,2,0,0,2018-06-20,2022-08-31,4.0,4.5,4.5,4.0,5.0,3.5
741,2024-12-20,2017-10-21,"Newburyport, MA",within a day,60%,21%,f,Back Bay,12,16,['phone'],t,,Brighton,,42.35123,-71.15157,Entire condo,Entire home/apt,3,,1.0,,"[""Smoke alarm"", ""Heating"", ""Kitchen"", ""Dryer"", ""Hair dryer"", ""Hangers"", ""Self check-in"", ""Essentials"", ""Washer"", ""Air conditioning"", ""Long term stays allowed"", ""TV"", ""Wifi"", ""Lockbox"", ""Iron"", ""Carbon monoxide alarm"", ""Hot water""]",,91,1125,91.0,91.0,1125.0,1125.0,91.0,1125.0,,,0,0,0,2024-12-20,0,0,0,,,,,,,,
749,2024-12-20,2017-10-21,"Newburyport, MA",within a day,60%,21%,f,Back Bay,12,16,['phone'],t,,Back Bay,,42.35144,-71.08725,Entire rental unit,Entire home/apt,2,1.0,0.0,1.0,"[""Smoke alarm"", ""Coffee maker"", ""Hangers"", ""TV"", ""Carbon monoxide alarm"", ""Fire extinguisher"", ""Essentials"", ""Indoor fireplace"", ""Air conditioning"", ""Heating"", ""Wifi"", ""Microwave"", ""Hot water"", ""Kitchen"", ""Refrigerator"", ""Hair dryer"", ""Dishes and silverware"", ""Shampoo"", ""Iron"", ""Cooking basics""]",$130.00,32,1125,32.0,32.0,1125.0,1125.0,32.0,1125.0,,t,29,59,89,2024-12-20,5,1,0,2018-04-08,2024-08-07,4.6,4.8,4.2,4.8,5.0,4.6
755,2024-12-20,2017-10-21,"Newburyport, MA",within a day,60%,21%,f,Back Bay,12,16,['phone'],t,,Back Bay,,42.35078,-71.08389,Entire condo,Entire home/apt,2,1.0,1.0,1.0,"[""Smoke alarm"", ""Coffee maker"", ""Hangers"", ""Stove"", ""TV"", ""Carbon monoxide alarm"", ""Oven"", ""Dryer"", ""Fire extinguisher"", ""Essentials"", ""Long term stays allowed"", ""Heating"", ""Wifi"", ""Microwave"", ""Hot water"", ""Kitchen"", ""Refrigerator"", ""Hair dryer"", ""Elevator"", ""Dishes and silverware"", ""Washer"", ""Iron"", ""Dishwasher"", ""Cooking basics""]",$99.00,32,1125,32.0,32.0,1125.0,1125.0,32.0,1125.0,,t,27,57,87,2024-12-20,1,0,0,2018-08-31,2018-08-31,4.0,3.0,5.0,4.0,5.0,3.0
760,2024-12-20,2017-10-21,"Newburyport, MA",within a day,60%,21%,f,Back Bay,12,16,['phone'],t,,North End,,42.36571,-71.05065,Entire condo,Entire home/apt,2,1.0,0.0,1.0,"[""Smoke alarm"", ""Coffee maker"", ""Hangers"", ""Lockbox"", ""TV"", ""Carbon monoxide alarm"", ""Dryer"", ""Essentials"", ""Air conditioning"", ""Long term stays allowed"", ""Heating"", ""Dedicated workspace"", ""Wifi"", ""Self check-in"", ""Kitchen"", ""Refrigerator"", ""Hair dryer"", ""Washer"", ""Iron"", ""Hot water""]",$110.00,32,1125,32.0,32.0,1125.0,1125.0,32.0,1125.0,,t,29,59,89,2024-12-20,0,0,0,,,,,,,,
761,2024-12-20,2011-02-14,"Boston, MA",within a few hours,100%,20%,f,Back Bay,1,1,"['email', 'phone']",t,Neighborhood highlights,Back Bay,,42.34956359863281,-71.08756256103516,Entire condo,Entire home/apt,7,2.5,4.0,5.0,"[""Smoke alarm"", ""Coffee maker"", ""Hangers"", ""Stove"", ""TV"", ""Carbon monoxide alarm"", ""Luggage dropoff allowed"", ""Oven"", ""Dryer"", ""Fire extinguisher"", ""Host greets you"", ""Essentials"", ""Pack \u2019n play/Travel crib"", ""Indoor fireplace"", ""High chair"", ""Long term stays allowed"", ""AC - split type ductless system"", ""Heating"", ""Cooking basics"", ""Wifi"", ""Microwave"", ""Kitchen"", ""Paid parking on premises"", ""Portable air conditioning"", ""Hair dryer"", ""Refrigerator"", ""Dishes and silverware"", ""Pets allowed"", ""Washer"", ""Shampoo"", ""Iron"", ""Dishwasher"", ""Hot water"", ""Private entrance""]","$1,150.00",4,100,4.0,4.0,100.0,100.0,4.0,100.0,,t,23,53,83,2024-12-20,11,2,0,2018-08-13,2024-06-21,5.0,5.0,5.0,5.0,5.0,4.73
800,2024-12-20,2009-09-16,,within a day,91%,58%,f,Back Bay,22,29,"['email', 'phone']",t,,Back Bay,,42.34942,-71.08831,Entire condo,Entire home/apt,2,1.0,0.0,1.0,"[""Smoke alarm"", ""Coffee maker"", ""Hangers"", ""Paid washer \u2013 In building"", ""Freezer"", ""Carbon monoxide alarm"", ""Fire extinguisher"", ""Essentials"", ""Air conditioning"", ""Long term stays allowed"", ""Paid dryer \u2013 In building"", ""Wine glasses"", ""Heating"", ""Cooking basics"", ""Hot water kettle"", ""Wifi"", ""Microwave"", ""Bed linens"", ""Kitchen"", ""Refrigerator"", ""Hair dryer"", ""TV with standard cable"", ""Dishes and silverware"", ""Shampoo"", ""Iron"", ""Toaster"", ""Dishwasher"", ""Hot water""]",$113.00,91,1125,91.0,91.0,1125.0,1125.0,91.0,1125.0,,t,27,57,87,2024-12-20,0,0,0,,,,,,,,
836,2024-12-20,2015-05-24,"Istanbul, Turkey",within an hour,100%,100%,t,Back Bay,1,1,"['email', 'phone']",t,Neighborhood highlights,Back Bay,,42.35385,-71.07447,Entire condo,Entire home/apt,3,1.0,0.0,1.0,"[""Smoke alarm"", ""Clothing storage: closet"", ""Coffee maker"", ""Hangers"", ""Radiant heating"", ""Indoor fireplace: wood-burning"", ""Paid washer \u2013 In building"", ""Shower gel"", ""65 inch HDTV with Chromecast"", ""Carbon monoxide alarm"", ""Laundromat nearby"", ""Extra pillows and blankets"", ""Essentials"", ""Paid parking garage off premises"", ""Long term stays allowed"", ""Paid dryer \u2013 In building"", ""Wine glasses"", ""Dedicated workspace"", ""Cooking basics"", ""Window AC unit"", ""Microwave"", ""First aid kit"", ""Bed linens"", ""Fast wifi \u2013 226 Mbps"", ""Kitchen"", ""Refrigerator"", ""Hair dryer"", ""Dishes and silverware"", ""Pets allowed"", ""Shampoo"", ""Iron"", ""Toaster"", ""Hot water"", ""Private entrance""]",$144.00,29,364,29.0,29.0,364.0,364.0,29.0,364.0,,t,30,50,67,2024-12-20,64,4,1,2018-03-25,2024-12-05,4.88,4.95,4.94,4.91,5.0,4.67
858,2024-12-20,2018-03-24,,within a few hours,86%,29%,f,Back Bay,16,18,['phone'],t,Neighborhood highlights,Back Bay,,42.35136,-71.08851,Entire condo,Entire home/apt,2,1.0,0.0,1.0,"[""Smoke alarm"", ""Coffee maker"", ""Hangers"", ""Lockbox"", ""Electric stove"", ""Cleaning products"", ""Carbon monoxide alarm"", ""Freezer"", ""Bathtub"", ""Fire extinguisher"", ""Extra pillows and blankets"", ""Essentials"", ""Indoor fireplace"", ""Air conditioning"", ""Long term stays allowed"", ""Heating"", ""Cooking basics"", ""Hot water kettle"", ""Wifi"", ""Microwave"", ""Bed linens"", ""Self check-in"", ""Kitchen"", ""Refrigerator"", ""Hair dryer"", ""TV with standard cable"", ""Dishes and silverware"", ""Shampoo"", ""Iron"", ""Dishwasher"", ""Hot water""]",$130.00,29,1125,29.0,29.0,1125.0,1125.0,29.0,1125.0,,t,29,59,89,2024-12-20,19,1,0,2018-05-11,2024-09-15,4.47,4.58,4.79,4.84,5.0,4.58
865,2024-12-20,2018-03-24,,within a few hours,86%,29%,f,Back Bay,16,18,['phone'],t,Neighborhood highlights,North End,,42.36547,-71.05492,Entire condo,Entire home/apt,2,1.0,1.0,2.0,"[""Smoke alarm"", ""Coffee maker"", ""Hangers"", ""Lockbox"", ""TV"", ""Carbon monoxide alarm"", ""Dryer"", ""Fire extinguisher"", ""Essentials"", ""Air conditioning"", ""Heating"", ""Wifi"", ""Microwave"", ""Self check-in"", ""Kitchen"", ""Refrigerator"", ""Hair dryer"", ""Dishes and silverware"", ""Washer"", ""Iron"", ""Hot water""]",$87.00,32,730,32.0,32.0,730.0,730.0,32.0,730.0,,t,30,60,90,2024-12-20,4,1,0,2018-08-14,2024-05-09,4.25,4.0,4.5,4.75,5.0,3.75
867,2024-12-20,2018-03-24,,within a few hours,86%,29%,f,Back Bay,16,18,['phone'],t,,Beacon Hill,,42.36026,-71.07003,Entire rental unit,Entire home/apt,2,1.0,0.0,1.0,"[""Smoke alarm"", ""Coffee maker"", ""Hangers"", ""Stove"", ""Lockbox"", ""TV"", ""Carbon monoxide alarm"", ""Oven"", ""Dryer"", ""Fire extinguisher"", ""Essentials"", ""Air conditioning"", ""Long term stays allowed"", ""Heating"", ""Wifi"", ""Microwave"", ""Self check-in"", ""Hot water"", ""Kitchen"", ""Refrigerator"", ""Hair dryer"", ""Dishes and silverware"", ""Washer"", ""Iron"", ""Cooking basics""]",$100.00,29,1125,29.0,29.0,1125.0,1125.0,29.0,1125.0,,t,30,60,90,2024-12-20,8,0,0,2018-05-30,2020-01-31,4.75,5.0,4.5,4.88,5.0,4.75
927,2024-12-20,2009-09-16,,within a day,91%,58%,f,Back Bay,22,29,"['email', 'phone']",t,Neighborhood highlights,North End,,42.36636,-71.05428,Entire condo,Entire home/apt,2,1.0,1.0,1.0,"[""Smoke alarm"", ""Coffee maker"", ""Hangers"", ""Stove"", ""Freezer"", ""Carbon monoxide alarm"", ""Oven"", ""Dryer"", ""Extra pillows and blankets"", ""Essentials"", ""Air conditioning"", ""Long term stays allowed"", ""Wine glasses"", ""Heating"", ""Cooking basics"", ""Hot water kettle"", ""Wifi"", ""Microwave"", ""Bed linens"", ""Kitchen"", ""Refrigerator"", ""Hair dryer"", ""TV with standard cable"", ""Dishes and silverware"", ""Washer"", ""Shampoo"", ""Iron"", ""Baking sheet"", ""Toaster"", ""Dishwasher"", ""Hot water""]",$87.00,32,1125,32.0,32.0,1125.0,1125.0,32.0,1125.0,,t,30,60,90,2024-12-20,1,0,0,2019-06-01,2019-06-01,5.0,5.0,5.0,5.0,5.0,4.0
980,2024-12-20,2018-03-24,,within a few hours,86%,29%,f,Back Bay,16,18,['phone'],t,Neighborhood highlights,North End,,42.36573,-71.05145,Entire condo,Entire home/apt,2,1.0,0.0,1.0,"[""Smoke alarm"", ""Hangers"", ""Lockbox"", ""TV"", ""Carbon monoxide alarm"", ""Fire extinguisher"", ""Essentials"", ""Air conditioning"", ""Long term stays allowed"", ""Heating"", ""Dedicated workspace"", ""Wifi"", ""Self check-in"", ""Kitchen"", ""Refrigerator"", ""Hair dryer"", ""Elevator"", ""Iron"", ""Hot water""]",$89.00,30,1125,30.0,30.0,1125.0,1125.0,30.0,1125.0,,t,29,59,89,2024-12-20,0,0,0,,,,,,,,
1010,2024-12-20,2017-10-21,"Newburyport, MA",within a day,60%,21%,f,Back Bay,12,16,['phone'],t,,Fenway,,42.34509,-71.096,Entire condo,Entire home/apt,2,1.0,0.0,1.0,"[""Smoke alarm"", ""Coffee maker"", ""Hangers"", ""TV"", ""Carbon monoxide alarm"", ""Dryer"", ""Essentials"", ""Air conditioning"", ""Long term stays allowed"", ""Heating"", ""Dedicated workspace"", ""Wifi"", ""Kitchen"", ""Elevator"", ""Hair dryer"", ""Dishes and silverware"", ""Washer"", ""Iron"", ""Hot water""]",$125.00,32,1125,32.0,32.0,1125.0,1125.0,32.0,1125.0,,t,29,59,89,2024-12-20,0,0,0,,,,,,,,
1011,2024-12-20,2009-09-16,,within a day,91%,58%,f,Back Bay,22,29,"['email', 'phone']",t,,Fenway,,42.34647,-71.09366,Entire condo,Entire home/apt,2,1.0,0.0,1.0,"[""Smoke alarm"", ""Clothing storage: closet"", ""Coffee maker"", ""Hangers"", ""Stove"", ""Freezer"", ""Carbon monoxide alarm"", ""Oven"", ""Bathtub"", ""Dryer"", ""Extra pillows and blankets"", ""Essentials"", ""Air conditioning"", ""Long term stays allowed"", ""Wine glasses"", ""Heating"", ""Cooking basics"", ""Hot water kettle"", ""Dining table"", ""Wifi"", ""Microwave"", ""Bed linens"", ""Kitchen"", ""Refrigerator"", ""Hair dryer"", ""Elevator"", ""TV with standard cable"", ""Dishes and silverware"", ""Washer"", ""Iron"", ""Baking sheet"", ""Toaster"", ""Dishwasher"", ""Hot water""]",$100.00,32,1125,32.0,32.0,1125.0,1125.0,32.0,1125.0,,t,29,59,89,2024-12-20,4,1,0,2019-05-31,2024-01-31,4.25,4.5,4.0,4.75,4.75,4.0
